Title,Source,Link,Authors,Abstract,Publication Date,Keywords,Subject Area
Disclosure of Productive and Stable Sugarcane Genotypes for Cane Yield and Quality Traits Using Various Stability Statistics,Tropical Plant Biology,https://api.elsevier.com/content/abstract/scopus_id/85208738640,Kumar R.,,2025-12-01,,electronic
Unlocking growth potential: investigating the significance of firm location for music startups,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85208738363,Shabtai R.H.,,2025-12-01,,electronic
Only you can check my data: certificateless and designed-verifier auditing of multi-cloud storage with faults localization,Distributed and Parallel Databases,https://api.elsevier.com/content/abstract/scopus_id/85208716460,Miao Y.,,2025-12-01,,electronic
Wafer-Scale Vertical 1D GaN Nanorods/2D MoS<inf>2</inf>/PEDOT:PSS for Piezophototronic Effect-Enhanced Self-Powered Flexible Photodetectors,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208692975,Tang X.,,2025-12-01,,electronic
Smart Gas Sensors: Recent Developments and Future Prospective,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208631944,Zong B.,,2025-12-01,,electronic
"Design, validation and psychometric properties of a questionnaire to assess intrapreneurial behaviours in sports organisations",International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85208627670,Lara-Bocanegra A.,,2025-12-01,,electronic
Defect Engineering with Rational Dopants Modulation for High-Temperature Energy Harvesting in Lead-Free Piezoceramics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208620627,Xi K.,,2025-12-01,,electronic
Regularization by double complementary priors for full waveform inversion,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208589521,Qi H.,,2025-12-01,,electronic
Backpropagation-based inference for spatial interpolation to estimate the blastability index in an open pit mine,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208572744,Hajlaoui Y.,,2025-12-01,,electronic
Multifunctional Nacre-Like Nanocomposite Papers for Electromagnetic Interference Shielding via Heterocyclic Aramid/MXene Template-Assisted In-Situ Polypyrrole Assembly,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208496618,Xiong J.,,2025-12-01,,electronic
Implementation Science and Pediatric Diabetes: A Scoping Review of the State of the Literature and Recommendations for Future Research,Current Diabetes Reports,https://api.elsevier.com/content/abstract/scopus_id/85208165807,Price J.,,2025-12-01,,electronic
Second-order nonlocal shifts of scattered wave-packets: What can be measured by Goos–Hänchen and Imbert–Fedorov effects?,Reviews in Physics,https://api.elsevier.com/content/abstract/scopus_id/85210083000,Morawetz K.,,2025-12-01,,optical
Initial Application of Fluorescence Imaging for Intraoperative Localization of Small Neuroendocrine Tumors in the Pancreas: Case Report and Review of the Literature,Journal of Gastrointestinal Cancer,https://api.elsevier.com/content/abstract/scopus_id/85209823565,Xi S.,,2025-12-01,,optical
Nailfold microscopy in adult-onset dermatomyositis in association with myositis antibodies,Archives of Dermatological Research,https://api.elsevier.com/content/abstract/scopus_id/85209822262,Flatley E.M.,,2025-12-01,,optical
The problem of Apollonius in the Urbino School,Archive for History of Exact Sciences,https://api.elsevier.com/content/abstract/scopus_id/85209787833,Ciocci A.,,2025-12-01,,optical
Nanograting-Based Dynamic Structural Colors Using Heterogeneous Materials,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209776714,Wang J.,,2025-12-01,,optical
Unpacking the drivers of the socio-environmental sustainability of new ventures: insights from innovative digital start-ups in Italy,International Entrepreneurship and Management Journal,https://api.elsevier.com/content/abstract/scopus_id/85209775477,Mazzoni L.,,2025-12-01,,optical
Bioinspired Ultrasensitive Flexible Strain Sensors for Real-Time Wireless Detection of Liquid Leakage,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209736908,Zhou W.,,2025-12-01,,optical
Direct Photolithography of WO<inf>x</inf> Nanoparticles for High-Resolution Non-Emissive Displays,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209729690,Gu C.,,2025-12-01,,optical
Organoid models of breast cancer in precision medicine and translational research,Molecular Biology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209710942,Niazi V.,,2025-12-01,,optical
"Artificial Intelligence for Clinical Management of Male Infertility, a Scoping Review",Current Urology Reports,https://api.elsevier.com/content/abstract/scopus_id/85209474210,Naik N.,,2025-12-01,,optical
Recent progress in hematoporphyrin monomethyl ether-photodynamic therapy for port-wine stains: updates and insights,Archives of Dermatological Research,https://api.elsevier.com/content/abstract/scopus_id/85209394133,Khalaf A.T.,,2025-12-01,,optical
"The crucial role of 5G, 6G, and fiber in robotic telesurgery",Journal of Robotic Surgery,https://api.elsevier.com/content/abstract/scopus_id/85209356066,Dohler M.,,2025-12-01,,optical
"Recent Advances in Artificial Sensory Neurons: Biological Fundamentals, Devices, Applications, and Challenges",Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209180506,Zhong S.,,2025-12-01,,optical
An Artificial Intelligence-Assisted Flexible and Wearable Mechanoluminescent Strain Sensor System,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85209099436,Dong Y.,,2025-12-01,,optical
Wafer-Scale Vertical 1D GaN Nanorods/2D MoS<inf>2</inf>/PEDOT:PSS for Piezophototronic Effect-Enhanced Self-Powered Flexible Photodetectors,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208692975,Tang X.,,2025-12-01,,optical
Smart Gas Sensors: Recent Developments and Future Prospective,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85208631944,Zong B.,,2025-12-01,,optical
Copper Oxide Nanoparticles as an Emergent Threat to Aquatic Invertebrates and Photosynthetic Organisms: A Synthesis of the Known and Exploration of the Unknown,Current Pollution Reports,https://api.elsevier.com/content/abstract/scopus_id/85208583345,Ghosh S.,,2025-12-01,,optical
Backpropagation-based inference for spatial interpolation to estimate the blastability index in an open pit mine,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208572744,Hajlaoui Y.,,2025-12-01,,optical
Curvilinear lineament extraction: Bayesian optimization of Principal Component Wavelet Analysis and Hysteresis Thresholding,Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208499680,Abbassi B.,,2025-12-01,,optical
Introducing a new index for flood mapping using Sentinel-2 imagery (SFMI),Computers and Geosciences,https://api.elsevier.com/content/abstract/scopus_id/85208468897,Farhadi H.,,2025-12-01,,optical
Solution-Processed Thin Film Transparent Photovoltaics: Present Challenges and Future Development,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207423814,Liu T.,,2025-12-01,,optical
Integration of Electrical Properties and Polarization Loss Modulation on Atomic Fe–N-RGO for Boosting Electromagnetic Wave Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85207082423,Zhang K.,,2025-12-01,,optical
Ultra-High Sensitivity Anisotropic Piezoelectric Sensors for Structural Health Monitoring and Robotic Perception,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206498331,Yin H.,,2025-12-01,,optical
An Unprecedented Efficiency with Approaching 21% Enabled by Additive-Assisted Layer-by-Layer Processing in Organic Solar Cells,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206449258,Xu S.,,2025-12-01,,optical
MoS<inf>2</inf> Lubricate-Toughened MXene/ANF Composites for Multifunctional Electromagnetic Interference Shielding,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206393748,Wang J.,,2025-12-01,,optical
Molecular Structure Tailoring of Organic Spacers for High-Performance Ruddlesden–Popper Perovskite Solar Cells,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206360743,Liu P.,,2025-12-01,,optical
Flexible Graphene Field-Effect Transistors and Their Application in Flexible Biomedical Sensing,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85206070184,Sun M.,,2025-12-01,,optical
An Efficient Boron Source Activation Strategy for the Low-Temperature Synthesis of Boron Nitride Nanotubes,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205710315,Wang Y.,,2025-12-01,,optical
Exploring Nanoscale Perovskite Materials for Next-Generation Photodetectors: A Comprehensive Review and Future Directions,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85205702776,Li X.,,2025-12-01,,optical
Bioinspired Passive Tactile Sensors Enabled by Reversible Polarization of Conjugated Polymers,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204940332,He F.,,2025-12-01,,optical
Ultra-Transparent and Multifunctional IZVO Mesh Electrodes for Next-Generation Flexible Optoelectronics,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204939817,Nirmal K.A.,,2025-12-01,,optical
Alternative Strategy for Development of Dielectric Calcium Copper Titanate-Based Electrolytes for Low-Temperature Solid Oxide Fuel Cells,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204935955,Rauf S.,,2025-12-01,,optical
Tailoring Light–Matter Interactions in Overcoupled Resonator for Biomolecule Recognition and Detection,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204934229,Li D.,,2025-12-01,,optical
Designing Electronic Structures of Multiscale Helical Converters for Tailored Ultrabroad Electromagnetic Absorption,Nano-Micro Letters,https://api.elsevier.com/content/abstract/scopus_id/85204903711,Feng Z.,,2025-12-01,,optical
Supporting families affected by paediatric hydrocephalus: a global neurosurgery viewpoint,Child's Nervous System,https://api.elsevier.com/content/abstract/scopus_id/85210097586,Kumaria A.,,2025-12-01,,quality
Enhanced Carbon Dioxide Biofixation and Lipid Production of Chlorella sp. Using Alkali Absorber and Strategic Carbon Dioxide Supply,Bioenergy Research,https://api.elsevier.com/content/abstract/scopus_id/85210097573,Padhi D.,,2025-12-01,,quality
Mitogenomics providing new insights into the phylogenetic structure of subfamily Panchaetothripinae (Thripidae: Terebrantia),Genetica,https://api.elsevier.com/content/abstract/scopus_id/85210094802,Ghosh A.,,2025-12-01,,quality
Post-Pulmonary Embolism Syndrome: Clinical Challenges and Management Strategies,Current Treatment Options in Cardiovascular Medicine,https://api.elsevier.com/content/abstract/scopus_id/85210093765,Rosenzveig A.,,2025-12-01,,quality
"Impact of average rainfall and the COVID-19 lockdown on the abundance and nesting habits of the Asian openbill stork (Anastomus oscitans, Boddaert)",Ornithology Research,https://api.elsevier.com/content/abstract/scopus_id/85210092934,Mahanty S.,,2025-12-01,,quality
Advances in Primary Central Nervous System Lymphoma,Current Neurology and Neuroscience Reports,https://api.elsevier.com/content/abstract/scopus_id/85210092297,Therkelsen K.E.,,2025-12-01,,quality
The synthesis of pyrazole derivatives from hydrazone using Amberlyst A26 resin under ultrasonic radiation,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210091771,Vane V.,,2025-12-01,,quality
Advancing personalized healthcare: leveraging explainable AI for BPPV risk assessment,Health Information Science and Systems,https://api.elsevier.com/content/abstract/scopus_id/85210090579,Khani M.,,2025-12-01,,quality
Advanced quantum and docking studies on the [3+2] cycloaddition of nitrile oxide with 1-Methyl-4-(Prop-1-en-2-yl)Cyclohex-1-ene: Exploring mechanisms and ADME properties,Current Chemistry Letters,https://api.elsevier.com/content/abstract/scopus_id/85210086953,Ryachi K.,,2025-12-01,,quality
A review of enhanced recovery after surgery concept in perioperative radical prostatectomy for prostate cancer,Journal of Robotic Surgery,https://api.elsevier.com/content/abstract/scopus_id/85210086160,Wu C.,,2025-12-01,,quality
Enhancing Surface Properties of Circular Carbon Biochar Derived from Spent Coffee Beans Through ZnCl<inf>2</inf>/KOH Activation,Bioenergy Research,https://api.elsevier.com/content/abstract/scopus_id/85210082609,D G.,,2025-12-01,,quality
Sex Differences in Metabolic Disorders of Aging and Obesity in People with HIV,Current HIV/AIDS Reports,https://api.elsevier.com/content/abstract/scopus_id/85210081969,Alvarez J.A.,,2025-12-01,,quality
